排名,ASIN编号,商品名称,品牌,评分,评论数,价格(墨西哥比索),月销量,销量依据,上架时间,在售月数,变体数量,卖家,卖家类型,卖家所在地,卖家详细地址,配送方式,商品链接,完整详情
14,B01N0AG6OF,Ganador Premium 幼犬粮 20kg，中型及大型犬。包装可能有所不同。,Ganador,4.7,4785,909.0,2000,亚马逊官方(上月购买量),2016-11-08,118,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01N0AG6OF,True
15,B07XZHXZW4,HI MULTI PRO 成犬优质狗粮25kg，含益生菌和高生物价值蛋白质,HI MULTI PRO,4.6,6533,1154.0,1000,亚马逊官方(上月购买量),2015-10-07,131,3,ALBAPESA,第三方(墨西哥),墨西哥,MX/36900/GUANAJUATO/PENJAMO/KM 63 CARRETERA IRAPUATO - LA PIEDAD,FBA,https://www.amazon.com.mx/dp/B07XZHXZW4,True
16,B0CF63JSS9,"Dogelthy 纯三文鱼油犬用Omega 3,6,9",Dogelthy,4.7,3048,579.0,1000,亚马逊官方(上月购买量),2023-08-09,37,3,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF63JSS9,True
17,B0CF4BLG83,Dogelthy 关节保护粉补充剂，适用于犬只,Dogelthy,4.6,2092,1067.0,800,亚马逊官方(上月购买量),2023-08-09,37,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0CF4BLG83,True
18,B09R916GQ3,Purina Beneful 成犬原味牛肉粮 10Kg,WeTap,4.8,2633,527.0,1000,亚马逊官方(上月购买量),2022-01-26,55,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09R916GQ3,True
19,B0153V43UI,Nupec 成犬狗粮，含Omega-3和Omega-6，5kg装。,Nupec,4.8,4011,668.76,700,亚马逊官方(上月购买量),2015-09-01,132,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0153V43UI,True
20,B0185OQ6VO,TAPETE ENTRENADOR DRY PET - 50 PZ,Dry Pet,4.6,3743,298.0,1000,亚马逊官方(上月购买量),2016-02-29,126,5,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0185OQ6VO,True
21,B0CK32S653,Waggys 三文鱼无谷天然狗零食，100粒,Waggys,4.6,676,135.5,1000,亚马逊官方(上月购买量),2023-09-28,35,2,Waggy´s!,品牌方(墨西哥),墨西哥,MX/44520/哈利斯科/瓜达拉哈拉/拉萨罗·卡德纳斯 3454,FBA,https://www.amazon.com.mx/dp/B0CK32S653,True
22,B09Y1R1GWL,"Pedigree - Sobres para Perro, Raza Pequeña, Sabor Res en Filetes, con Ingredientes Naturales, Proteínas y Fibra, 24 Sobres, 100g c/u",Pedigree,4.8,918,200.16,1000,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1R1GWL,True
23,B0BBSG79MX,宝路高蛋白成犬粮 牛肉鸡肉味 24袋×85g 含蛋白质、抗氧化剂和维生素E,Pedigree,4.8,1179,196.39,1000,亚马逊官方(上月购买量),2022-08-24,48,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BBSG79MX,True
24,B071HPBSHV,Amazon Basics 公狗一次性纸尿裤，30片装，小号，超强吸水，安全贴合，防漏舒适,Amazon Basics,4.5,32164,364.9,600,亚马逊官方(上月购买量),2017-10-23,106,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071HPBSHV,True
25,B0CXYTC8WM,成犬干粮 优胜者 20kg,Ganador,4.7,1733,809.0,2000,亚马逊官方(上月购买量),2024-03-13,30,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CXYTC8WM,True
26,B003CL6Q84,Hill's Science Diet Small Mini Croquetas para Perro Adulto Sabor Pollo 7Kg,Hill's Science Diet,4.8,10749,1344.0,1000,亚马逊官方(上月购买量),2013-07-08,158,2,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CL6Q84,True
27,B0CDYQ5BRL,Purina Dog Chow 全犬种成犬多种蛋白粮 牛肉、鸡肉、三文鱼、猪肉和火鸡味 10kg,Dog Chow,4.9,387,562.9,1000,亚马逊官方(上月购买量),2023-08-07,37,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CDYQ5BRL,True
28,B07TGKCWWP,Fancy Pets 一次性狗狗尿布 CH | 超强吸收 | 12片 | 针对失禁、训练和发情期 | 舒适可调节,Fancy Pets,4.5,1441,131.53,500,亚马逊官方(上月购买量),2019-06-25,86,9,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07TGKCWWP,True
29,B0F96F3XWF,King Dog & Cat 狗狗训练尿垫 Clean Pet 40片 60x60cm 六层超强吸水 卫生,King Dog & Cat,4.8,11,295.0,1000,亚马逊官方(上月购买量),,,1,Zeitex,第三方(墨西哥),墨西哥,MX/52764/MEXICO/HUIXQUILUCAN DE DEGOLLADO/AVENIDA JESUS DEL MONTE 39 PISO 2B JESUS DEL MONTE,FBA,https://www.amazon.com.mx/dp/B0F96F3XWF,True
30,B07PY5FGR1,Cloralex 宠物除异味 3.75升,Cloralex,4.8,2504,85.0,1000,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PY5FGR1,True
31,B08TH7LVQK,狗床，耐用舒适，柔软填充，尺寸颜色可选（小号，黑色/灰色）,PETS APPAREL HILLS,4.6,10429,269.1,100,亚马逊官方(上月购买量),2021-01-20,68,50,I Jacket,第三方(墨西哥),墨西哥,墨西哥/06090/墨西哥城/夸乌特莫克/内萨瓦尔科约特尔/158号公寓202,FBA,https://www.amazon.com.mx/dp/B08TH7LVQK,True
32,B01FUDI7F6,Nupec 老年犬狗粮，15公斤装,Nupec,4.8,5200,1999.0,800,亚马逊官方(上月购买量),2016-05-18,124,3,Amikoo Peek,第三方(墨西哥),墨西哥,"MX/52927/Estado de Mexico/Atizapan de Zaragoza/Malinche 50, Col San Miguel Xochimanga",FBA,https://www.amazon.com.mx/dp/B01FUDI7F6,True
33,B0153V3ZEI,"Nupec croquetas para Perros, Cachorros, con Vitamina E y Selenio, presentación de 5 kg.",Nupec,4.8,9506,723.0,200,亚马逊官方(上月购买量),2015-09-01,132,5,Tienda Mascota MX,第三方(墨西哥),墨西哥,墨西哥/......../......../......../............/........,FBA,https://www.amazon.com.mx/dp/B0153V3ZEI,True
34,B0088LIINY,Earth Rated 狗粪袋 8卷共120只 薰衣草香,Earth Rated,4.9,197383,148.5,800,亚马逊官方(上月购买量),,,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0088LIINY,True
35,B0DF4TZZ82,Dogelthy 100%天然脱水鸡爪狗零食,Dogelthy,4.3,85,239.0,300,亚马逊官方(上月购买量),2024-08-23,24,6,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0DF4TZZ82,True
36,B09Y1RNQXL,Pedigree 小型犬鸡肉味湿粮包，含天然成分、蛋白质和纤维，24包，每包100克。,Pedigree,4.8,630,228.0,800,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1RNQXL,True
37,B01FUDI7OC,Nupec 体重控制犬粮，适用于超重或肥胖犬，15kg装。,Nupec,4.8,3933,2299.0,700,亚马逊官方(上月购买量),2016-05-18,124,3,Selectashop,第三方(墨西哥),墨西哥,MX/01729/CIUDAD DE MEXICO/CIUDAD DE MEXICO/ALCANTARILLA/DESIERTO DE LOS LEONES 5547 INT B605,,https://www.amazon.com.mx/dp/B01FUDI7OC,True
38,B0DRP2NFR5,"Carmelie Alivio Natural De Levadura para Perros, Promueve Un Alivio Saludable De La Picazón, Cuidado De Las Molestias De Oído En Perros, Alivio De La Picazón En Perros, Apoyo para Alergias, Alivio De",Carmelie,4.0,589,320.0,1000,亚马逊官方(上月购买量),2025-09-08,12,1,Arnold's Star,第三方(中国),中国,CN/362100/Fujian/Quanzhou/fulonghongshengmingdi 4zhuang Ati 1413shi/taishangtouziqu dongyuanzhen jinfengcun xingxiulu 850hao,,https://www.amazon.com.mx/dp/B0DRP2NFR5,True
39,B0GWHFXGK1,战术训狗项圈 粉色 M码,DAQI,4.7,961,188.0,100,亚马逊官方(上月购买量),2022-04-03,53,15,CHIYING,第三方(中国),中国,中国/06000/广东省/龙岗区/深圳市/坂田街道万科城社区新天下百瑞达大厦四层401室,FBA,https://www.amazon.com.mx/dp/B0GWHFXGK1,True
40,B09WP12B7N,"Pedigree - Sobres para Perro, Sabor Cordero en Filetes, con Ingredientes Naturales, Proteínas y Fibra, 24 Sobres, 100g c/u",Pedigree,4.8,802,200.15,600,亚马逊官方(上月购买量),2022-03-28,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09WP12B7N,True
41,B075N8M4BQ,西莎狗粮 菲力牛排原汁味 24袋装（75克/袋）,Cesar,4.7,810,275.0,400,亚马逊官方(上月购买量),2017-09-11,108,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B075N8M4BQ,True
42,B016C6EJ4S,"Amazon Basics Paños absorbentes para perros y cachorros, diseño de 5 capas sin filtraciones, secado rápido, para entrenamiento, 71 x 86 cm (extra grande), paquete de 40, azul y blanco",Amazon Basics,4.5,216151,434.5,200,亚马逊官方(上月购买量),2025-01-11,20,6,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B016C6EJ4S,True
43,B07NSD6XW3,Nupec 小型犬老年期干狗粮，2公斤，1包,Nupec,4.9,2272,469.0,700,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07NSD6XW3,True
44,B0CDYPLFYG,康多乐精选蛋白质成年犬全犬型羊肉味狗粮10kg,Dog Chow,4.8,398,498.0,400,亚马逊官方(上月购买量),2023-08-07,37,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0CDYPLFYG,True
45,B01FVRF920,Barkys 80136100614 肉干条 1千克 1件 小号,BARKYS,4.8,1571,290.0,1000,亚马逊官方(上月购买量),2016-05-19,124,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FVRF920,True
46,B01FKNX3FU,"Ganador Adulto, Razas Pequeñas, 20 kg, Azul",Ganador,4.8,1538,854.0,1000,亚马逊官方(上月购买量),2016-11-24,117,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01FKNX3FU,True
47,B01N30FZTO,普瑞纳 Dog Chow 中大型幼犬粮 牛肉、鸡肉和水果味 7.5kg,Dog Chow,4.8,2225,746.0,,,2019-05-25,87,1,,,,,,https://www.amazon.com.mx/dp/B01N30FZTO,True
48,B07L9JHXJR,荒野盛宴太平洋溪流狗粮,Taste Of The Wild,4.6,6644,1562.0,1000,亚马逊官方(上月购买量),2019-01-30,91,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07L9JHXJR,True
49,B0BQTFBXHP,Hill's Science Diet 老年犬鸡肉小颗粒狗粮 6.8kg,Hill's Science Diet,4.7,474,1344.0,900,亚马逊官方(上月购买量),2022-12-22,44,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0BQTFBXHP,True
50,B07PSK15Y2,Nupec 小型犬老年犬干粮 1x8kg,Nupec,4.8,4262,1510.86,900,亚马逊官方(上月购买量),2019-03-18,90,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07PSK15Y2,True
51,B08JRVB4BH,"Minino Plus Recetas, alimento húmedo Sabor Carnitas de atún, 85 g, Gris, Paquete con 24 Piezas",LQNQ,4.8,570,239.0,600,亚马逊官方(上月购买量),2020-09-22,71,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08JRVB4BH,True
52,B08NWZD6MS,Spring Blossoms - 专业2合1猫狗美容耙，轻松去除毛结和缠结的梳子，安全宠物刷（橙色）,Spring Blossoms,4.8,4361,297.99,500,亚马逊官方(上月购买量),2021-01-06,68,6,GoodHappens,第三方(中国),中国,中国/361000/福建/厦门市/205-11室之三/火炬高新区软件园二期观日路8号,FBA,https://www.amazon.com.mx/dp/B08NWZD6MS,True
53,B018TYLZU2,Fancy Pets Tapete de Entrenamiento para Perros Doggie Grass GDE | Pasto Sintético con Bandeja y Rejilla | Control de Olores y Fácil Limpieza,Fancy Pets,4.4,10095,509.0,600,亚马逊官方(上月购买量),2015-12-02,129,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B018TYLZU2,True
54,B003CLAJ1E,希尔思科学饮食小型迷你犬老年犬鸡肉味狗粮2kg,Hill's Science Diet,4.8,3244,518.45,800,亚马逊官方(上月购买量),2017-12-05,105,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B003CLAJ1E,True
55,B08QJNMHLZ,"Arm & Hammer Complete Care Dog Dental Kit | 2.5 oz Chicken Flavor Enzymatic Dog Toothpaste, Toothbrush, & Finger Brush | Baking Soda Enhanced Formula for Fresh Breath and Tartar Control",Arm & Hammer,4.6,3351,135.48,800,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08QJNMHLZ,True
56,B09WPP9GTN,Pedigree - 狗粮湿包，小型犬，羊肉味，含天然食材、蛋白质和纤维，24包，每包100克,Pedigree,4.8,682,228.0,500,亚马逊官方(上月购买量),2022-03-28,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09WPP9GTN,True
57,B08B1XD455,Medical Solutions Collar Isabelino Ajustable para Perros y Gatos Fancy Pets – Protección Postoperatoria para Evitar Lamer y Rascar Heridas – Talla 2 (25 cm),Fancy Pets,4.4,3070,86.0,100,亚马逊官方(上月购买量),2020-06-11,75,11,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08B1XD455,True
58,B07XZKGCR5,Perfect Sense Alimento Premium para Perros Senior Adultos 8 kg – Fórmula Natural para Salud Articular y Masa Muscular – Croquetas Pequeñas y Sabrosas,Perfect Sense,4.7,711,919.0,300,亚马逊官方(上月购买量),2019-09-17,84,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07XZKGCR5,True
59,B09Z6QHGTG,"Cortauñas para perros y gatos con luz LED:ilumina uñas o línea de sangre para un corte seguro. Hojas extra afiladas para uñas gruesas, sensor rápido evita cortes excesivos. Ideal para perros y gatos.",Elvess,4.6,1702,195.65,1000,亚马逊官方(上月购买量),2022-04-29,52,1,elvess,品牌方(墨西哥),墨西哥,墨西哥/518000/广东/深圳/龙岗区龙城街道爱联社区金华街73号301,FBA,https://www.amazon.com.mx/dp/B09Z6QHGTG,True
60,B0H26VP8B9,Dogelthy Gastro Aid犬用益生菌和益生元补充剂,Dogelthy,4.6,104,429.0,200,亚马逊官方(上月购买量),2023-08-10,37,4,Dogelthy,品牌方(墨西哥),墨西哥,MX/45019/JALISCO/Zapopan/San Juan de Ocotan/5 de Mayo #15 Interior 6,FBA,https://www.amazon.com.mx/dp/B0H26VP8B9,True
61,B00NLMJ6F4,Virbac Nutri-Plus Gel Suplemento Nutricional 120g Perros y Gatos,Virbac,4.8,341,319.0,800,亚马逊官方(上月购买量),2015-09-08,132,1,Virbac,品牌方(墨西哥),墨西哥,墨西哥/45010/哈利斯科/萨波潘/瓜达拉哈拉科技园/英格兰大道 5070,FBA,https://www.amazon.com.mx/dp/B00NLMJ6F4,True
62,B0155E0168,Fancy Pets 不锈钢狗餐盘（8盎司/227克）,Fancy Pets,4.7,6671,34.9,300,亚马逊官方(上月购买量),2016-01-22,128,7,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0155E0168,True
63,B0855ND74T,"PetLovers Set de 600 Hojas Quita Pelusa para Ropa - Rodillo Quita Pelusa Extra Pegajoso, Rodillo Quita Pelos de Mascotas - Pack De 6",PetLovers,4.7,36854,479.0,400,亚马逊官方(上月购买量),,,6,PetLovers MX,品牌方(美国),美国,US/33702/FL/SAINT PETERSBURG/7901 4th ST N STE 300,FBA,https://www.amazon.com.mx/dp/B0855ND74T,True
64,B0DZC33MRF,Feandrea 宠物狗楼梯 3级台阶 防滑 57x40x40cm,Feandrea,4.4,2006,564.77,300,亚马逊官方(上月购买量),2025-06-20,14,7,COWIT MX,第三方(墨西哥),墨西哥,墨西哥/02800/阿斯卡波察尔科/新圣玛丽亚/维德街 83,FBA,https://www.amazon.com.mx/dp/B0DZC33MRF,True
65,B002Q7SZ2A,Gamma2 Vittles Vault 宠物食品储存桶，16公斤，摩卡花岗岩色,Gamma2,4.7,71413,677.07,200,亚马逊官方(上月购买量),2012-09-05,168,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B002Q7SZ2A,True
66,B0723HRWJW,"Nature's Miracle - Advanced - Eliminador avanzado de manchas y olores para perros, spray enzimático, aroma fresco, limpieza profunda, 946ml",Nature's Miracle,4.4,23493,299.0,800,亚马逊官方(上月购买量),2017-06-29,110,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B0723HRWJW,True
67,B008OV91VQ,Hill's Science Diet 犬用零食 鸡肉味 200克,Hill's,4.7,2154,180.0,300,亚马逊官方(上月购买量),2014-09-12,144,4,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B008OV91VQ,True
68,B01A1DJ4GG,Purina Beneful 成犬迷你犬粮 牛肉味 4Kg,Purina,4.8,1488,242.13,700,亚马逊官方(上月购买量),2015-12-31,128,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B01A1DJ4GG,True
69,B09Y1NFQ92,"Pedigree - Alimento Húmedo para Perro Adulto, Pollo En Filetes, 24 Sobres, con Proteína, Antioxidantes y Vitamina E",Pedigree,4.8,871,225.25,600,亚马逊官方(上月购买量),2022-04-15,53,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09Y1NFQ92,True
70,B07BDVS94Q,PERFECT SENSE 成犬粮 SB 3kg,Perfect Sense,4.7,849,399.0,200,亚马逊官方(上月购买量),2018-03-12,102,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07BDVS94Q,True
71,B0FCLG8VSY,Feandrea 中型矫形可水洗狗床，71 x 55 x 18 厘米,Feandrea,4.5,602,359.99,300,亚马逊官方(上月购买量),2025-06-11,15,6,COWIT MX,第三方(墨西哥),墨西哥,MX/02800/AZCAPOTZALCO/NUEVA SANTA MARIA/CALLE VID 83,FBA,https://www.amazon.com.mx/dp/B0FCLG8VSY,True
72,B07X148WCW,Purina One 成犬粮 中大型犬 鸡肉牛肉味 7Kg,WeTap,4.5,731,499.33,600,亚马逊官方(上月购买量),2019-08-29,84,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07X148WCW,True
73,B09KQVCC67,Nature's Miracle 犬用酶解尿渍污渍去除剂 946毫升,Nature's Miracle,4.4,4573,315.0,700,亚马逊官方(上月购买量),2021-11-01,58,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B09KQVCC67,True
74,B07NHGX19F,Earth Rated 犬用湿巾 | 低敏薰衣草香 | 100片,Earth Rated,4.7,23108,207.0,600,亚马逊官方(上月购买量),2019-02-08,91,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B07NHGX19F,True
75,B0CN7CRSLH,"Raganet, Cubierta para Mascotas, Funda Cubre Asientos de Autos, Sillones. Ideal para Perros y Gatos, para Asiento Trasero, Cajuela o Sofa, Medidas: 137 * 147 * 40cm Impermeable (Negra Completa)",Raganet,4.2,1721,209.0,500,亚马逊官方(上月购买量),,,2,Raga Basics,第三方(墨西哥),墨西哥,MX/52790/MEXICO/HUIXQUILUCAN DE DEGOLLADO/Dos Rios/Avenida Vicente Guerrero,FBA,https://www.amazon.com.mx/dp/B0CN7CRSLH,True
76,B071937LW8,Regalo Easy Fit 可调节婴儿安全门，26-42英寸宽,Regalo,4.5,15943,690.65,800,亚马逊官方(上月购买量),,,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B071937LW8,True
77,B00DUAMJDS,"Pedigree - Croquetas para Perro 10 kg, on Res y Vegetales, Razas Pequeñas y Minis, con Proteína, Fibra y Antioxidantes",Pedigree,4.8,1141,398.0,500,亚马逊官方(上月购买量),2015-08-13,133,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B00DUAMJDS,True
78,B096N1C82L,Purina One 成犬迷你小型犬粮 鸡肉牛肉味 3.5kg,Purina One Dry Perro,4.7,268,257.3,600,亚马逊官方(上月购买量),2021-06-04,63,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B096N1C82L,True
79,B0GNTXPQQ3,Virbac Movoflex 中型犬关节活动补充剂,Virbac,4.9,30,649.74,200,亚马逊官方(上月购买量),2026-02-17,7,3,Virbac,品牌方(墨西哥),墨西哥,墨西哥/45010/哈利斯科州/萨波潘/瓜达拉哈拉科技园/英格兰大道5070,FBA,https://www.amazon.com.mx/dp/B0GNTXPQQ3,True
80,B0DKLT7Y8K,Waggys Relax 犬用天然舒缓片，缓解压力焦虑，60片,Waggys,4.4,212,314.1,500,亚马逊官方(上月购买量),2024-10-23,22,1,Waggy´s!,品牌方(墨西哥),墨西哥,墨西哥/44520/哈利斯科/瓜达拉哈拉/拉萨罗·卡德纳斯 3454,FBA,https://www.amazon.com.mx/dp/B0DKLT7Y8K,True
81,B074M2D1LJ,"Perfect Sense Alimento Premium para Perro Adulto Raza Mediana y Grande MLB 15 kg - 100% Natural con Omega 3, Prebióticos y Antioxidantes - Alta Digestibilidad",Perfect Sense,4.6,725,1599.0,400,亚马逊官方(上月购买量),2017-08-06,109,3,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B074M2D1LJ,True
82,B09NF9NPZ6,Canine Chews 100%牛肉狗磨牙棒 100支（混合口味）,Canine Chews,4.5,259,199.0,200,亚马逊官方(上月购买量),2023-09-28,35,6,Tienda Oficial de Canine Chews,品牌方(墨西哥),墨西哥,墨西哥/20905/阿瓜斯卡连特斯/赫苏斯·玛丽亚/1/查塞拉 100,FBA,https://www.amazon.com.mx/dp/B09NF9NPZ6,True
83,B08WLPDWV6,Barkys 饼干狗零食（含Omega 3和6），2.5kg,Cowjag,4.8,971,282.0,600,亚马逊官方(上月购买量),2021-02-15,67,1,Amazon México,亚马逊自营,,,亚马逊自营配送,https://www.amazon.com.mx/dp/B08WLPDWV6,True
